MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
246169,"ELL, WELD, 4 X 2, STANDARD WALL, Y-52","ELL, WELD, 4 X 2, STANDARD WALL, Y-52"
247053,"PIPE,30"" OD.500"" WT API5Lx60/65,DSAW,PEB","PIPE,30"" OD.500"" WT API5LX60/65,DSAW,PEB"
248143,"VALVE,WATER WASH,CSA,P/N 1027228-100","VALVE,WATER WASH,CSA,P/N 1027228-100"
256312,"VALVE,BALL,3/4,3000#WP,SE,FP,LM-07362,BA","VALVE,BALL,3/4,3000#WP,SE,FP,LM-07362,BA"
257557,"VALVE,BALL,10"",600,ORBIT,","VALVE,BALL,10"",600,ORBIT,"
258274,"ELL,WLD, 3"",90DEG,LR,0.216WT,GR.B","ELL,WLD, 3"",90DEG,LR,0.216WT,GR.B"
259616,"VALVE,BALL,10"",ANSI,150,RF,SS,TRIM,FP","VALVE,BALL,10"",ANSI,150,RF,SS,TRIM,FP"
263399,"VALVE,BALL,3,300A,FE,RF,FP,3F-F33N-RF","VALVE,BALL,3,300A,FE,RF,FP,3F-F33N-RF"
267937,"ELL,WLD,8"",90DEG,SR,STD, Y-52","ELL,WLD,8"",90DEG,SR,STD, Y-52"
269658,"BOLT,STUD,3/4 X 10 X 5,W/2 HHN","BOLT,STUD,3/4 X 10 X 5,W/2 HHN"
282453,"ELBOW,90D,STL,1/4X1/8,RED,THD","ELBOW,90D,STL,1/4X1/8,RED,THD"
283583,"PIPE,CONNECTOR,0.375,SS,COMPXMPT","PIPE,CONNECTOR,0.375,SS,COMPXMPT"
283699,"ELL,90,WELD,6,STD,SR","ELL,90,WELD,6,STD,SR"
283702,"ELBOW,90D,STL,1.25,STREET,COMP X THD","ELBOW,90D,STL,1.25,STREET,COMP X THD"
283734,"ELL,90,WELD,RED,8 X 6,STD,LR","ELL,90,WELD,RED,8 X 6,STD,LR"
283756,"ELBOW,45D,STL,0.75,3000LB,SW","ELBOW,45D,STL,0.75,3000LB,SW"
3403785,"PIPE,PLA,1/2,IPS,PINK,PE2306CDA,SDR9.3,A","PIPE,PLA,1/2,IPS,PINK,PE2306CDA,SDR9.3,A"
165014,"PIPE,6 5/8"" OD .432"" WT API5LB,SMLS,PE","PIPE,6 5/8"" OD .432"" WT API5LB,SMLS,PE"
165067,"PIPE,6 5/8"" OD .280"" WT API5LB,SMLS,PEB,","PIPE,6 5/8"" OD .280"" WT API5LB,SMLS,PEB,"
165076,"PIPE,8 5/8"" OD .322"" WT API5LB,SMLS,PEB,","PIPE,8 5/8"" OD .322"" WT API5LB,SMLS,PEB,"
165116,"PIPE,PLASTIC,6"",#3408 PE, 500' COILS","PIPE,PLASTIC,6"",#3408 PE, 500' COILS"
165172,"PIPE,CT,12 3/4"" OD .312WT,API5LX60,ERW,","PIPE,CT,12 3/4"" OD .312WT,API5LX60,ERW,"
165820,"FLANGE,RFWN, 3"",ANSI 300,STD BORE","FLANGE,RFWN, 3"",ANSI 300,STD BORE"
165827,"FLANGE,RFWN,24"",ANSI 400,STD,Y-60","FLANGE,RFWN,24"",ANSI 400,STD,Y-60"
165867,"FLANGE,LOCK-O-RING, 6"" ANSI 600","FLANGE,LOCK-O-RING, 6"" ANSI 600"
166036,"BOLT,STUD,1 1/4"" X 7 3/4"",B7 ALLOY,W/2-","BOLT,STUD,1 1/4"" X 7 3/4"",B7 ALLOY,W/2-"
166485,"VALVE,RELAY,COOPER #2-05V-449-002","VALVE,RELAY,COOPER #2-05V-449-002"
166584,"VALVE, FUEL INJECTION CLARK #318-216-001","VALVE, FUEL INJECTION CLARK #318-216-001"
166871,"FLANGE,COPPER TUBE,(WATER),I-R #1027","FLANGE,COPPER TUBE,(WATER),I-R #1027"
168574,"VALVE,BALL,3"",RFFE FULL PORT,ANSI 600","VALVE,BALL,3"",RFFE FULL PORT,ANSI 600"
168631,"VALVE,CHECK,4"",600#,FLANGED","VALVE,CHECK,4"",600#,FLANGED"
171656,"VALVE,PLUG,1"",175#WP,FE RF,143,ROCKWELL","VALVE,PLUG,1"",175#WP,FE RF,143,ROCKWELL"
177958,"PIPE,24"" OD .375"" WT API5LX52,ERW,PEB","PIPE,24"" OD .375"" WT API5LX52,ERW,PEB"
178034,"PIPE,CT 22"" OD .500"" WT API5LX60,ERW,PE","PIPE,CT 22"" OD .500"" WT API5LX60,ERW,PE"
178319,"BOLT,STUD,5/8"" X 3 3/4"",W/2-2H HEX NUTS","BOLT,STUD,5/8"" X 3 3/4"",W/2-2H HEX NUTS"
179554,"PIPE,STL,BARE,12,.375W,SMLS,49.60#/FT,X5","PIPE,STL,BARE,12,.375W,SMLS,49.60#/FT,X5"
179880,"NIPPLE,3/8 X 3,BLK,XH,SMLS,TBE","NIPPLE,3/8 X 3,BLK,XH,SMLS,TBE"
179888,"NIPPLE,1/2 X 8,BLK,XH,SMLS,TBE","NIPPLE,1/2 X 8,BLK,XH,SMLS,TBE"
179979,"NIPPLE,1 X 14,GALV,STD,BW,TBE,SCH-40","NIPPLE,1 X 14,GALV,STD,BW,TBE,SCH-40"
180053,"NIPPLE,SWAGE,1-1/2 X 1,XH,TBE,ELECTROPLA","NIPPLE,SWAGE,1-1/2 X 1,XH,TBE,ELECTROPLA"
180352,"NIPPLE,SHAPED,8 X 12 X 4,WE X SHAPED","NIPPLE,SHAPED,8 X 12 X 4,WE X SHAPED"
180444,"FLANGE,BLIND,2,RF,150A,CS","FLANGE,BLIND,2,RF,150A,CS"
180506,"FLANGE,EXPANDER,3 X 4,RF,150A,CS,STD BOR","FLANGE,EXPANDER,3 X 4,RF,150A,CS,STD BOR"
181014,"PIPE,HANGER, 6,GALV,GRINNELL #181","PIPE,HANGER, 6,GALV,GRINNELL #181"
181199,"ELL,90,PLA,2 IN IPS,ALDYL A,#AF13-12,SF","ELL,90,PLA,2 IN IPS,ALDYL A,#AF13-12,SF"
181274,"ELL,90,SPIGOT,6,UPONOR,#AL15-09,F/ELECTR","ELL,90,SPIGOT,6,UPONOR,#AL15-09,F/ELECTR"
181317,"ELL,90,PLA,1/2 IN IPS,- DO NOT STOCK","ELL,90,PLA,1/2 IN IPS,- DO NOT STOCK"
181591,"VALVE,GATE,3,500#WP,WE SHORT,1WS5,KEROTE","VALVE,GATE,3,500#WP,WE SHORT,1WS5,KEROTE"
181763,"BOLT,MACH,5/8 X 1-1/2,BLK,HHHD,W/HHN","BOLT,MACH,5/8 X 1-1/2,BLK,HHHD,W/HHN"
181827,"BOLT,STUD,3/4 X 4,BLK,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 4,BLK,ALLOY,W/2 HHN"
229431,"VALVE,BALL,2,150#,FP, RF, FE, WKM#370 D4","VALVE,BALL,2,150#,FP, RF, FE, WKM#370 D4"
240209,"VALVE, MINI CYLINDER","VALVE, MINI CYLINDER"
240526,"PIPE,STL,18"",.375W,DUALCOAT,ERW,X52","PIPE,STL,18"",.375W,DUALCOAT,ERW,X52"
242959,"PIPE,STL,BLK,1,.179W,2.17#/FT,THREADED","PIPE,STL,BLK,1,.179W,2.17#/FT,THREADED"
243935,"VALVE,BALL,3,300A,WE,3WB720-W,KEROTEST","VALVE,BALL,3,300A,WE,3WB720-W,KEROTEST"
249357,"VALVE,REG,P/N 120073-16","VALVE,REG,P/N 120073-16"
252800,"VALVE, BALL 1/4"" BALON, 3000#","VALVE, BALL 1/4"" BALON, 3000#"
257882,"VALVE,BALL,2"",RP,WKM B136CS43,S.E.,#3000","VALVE,BALL,2"",RP,WKM B136CS43,S.E.,#3000"
259237,"VALVE,BALL,3,ASME150,FE,FF,RP,","VALVE,BALL,3,ASME150,FE,FF,RP,"
259985,"FLANGE,RFWN,12"",ANSI 600,BORE,.500WT","FLANGE,RFWN,12"",ANSI 600,BORE,.500WT"
260536,"ELL,WLD,10"",45DEG,LR,STD,GR.B,Weld","ELL,WLD,10"",45DEG,LR,STD,GR.B,WELD"
260586,"NIPPLE,2 X 18,GALV,XH,THREADED BOTH ENDS","NIPPLE,2 X 18,GALV,XH,THREADED BOTH ENDS"
282197,"VALVE,BALL,3,RP,ANSI150,BW","VALVE,BALL,3,RP,ANSI150,BW"
282266,"VALVE,RELIEF,2,FLG","VALVE,RELIEF,2,FLG"
282617,"PIPE,NIPPLE,1X8,XH,SMLS,THD","PIPE,NIPPLE,1X8,XH,SMLS,THD"
282621,"PIPE,NIPPLE,1X10,PAINTD,THD","PIPE,NIPPLE,1X10,PAINTD,THD"
283830,"PIPE,NIPPLE,2 X 1-1/4,SWAGE,THD","PIPE,NIPPLE,2 X 1-1/4,SWAGE,THD"
283839,"PIPE,NIPPLE,4,SHAPED TO 6,WELD","PIPE,NIPPLE,4,SHAPED TO 6,WELD"
292284,"PIPE,STL,FBE,2,.218 WALL,5.03#/FT ,X52","PIPE,STL,FBE,2,.218 WALL,5.03#/FT ,X52"
3403609,"PIPE,PLA,3,IPS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,3,IPS,YELLOW,PE2306CEC,SDR11.5,"
3403613,"PIPE,PLA,1/2,CTS,ORANGE,PE2306CEC,SDR7,","PIPE,PLA,1/2,CTS,ORANGE,PE2306CEC,SDR7,"
3403620,"PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,","PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,"
3403700,"PIPE,PLA,2,IPS,YELLOW,PE2306CEC,SDR11,","PIPE,PLA,2,IPS,YELLOW,PE2306CEC,SDR11,"
3403786,"PIPE,PLA,3/4,IPS,PINK,PE2306CDA,SDR11,A","PIPE,PLA,3/4,IPS,PINK,PE2306CDA,SDR11,A"
165123,"PIPE,CT,3 1/2"" OD .188"" WT API5LX42,ERW,","PIPE,CT,3 1/2"" OD .188"" WT API5LX42,ERW,"
165193,"PIPE,CT,18"" OD .250"" WT API5LX60,ERW,PE","PIPE,CT,18"" OD .250"" WT API5LX60,ERW,PE"
165765,"FLANGE,RF BLIND, 2"",ANSI 600","FLANGE,RF BLIND, 2"",ANSI 600"
165789,"FLANGE,RF BLIND,14"",ANSI 400","FLANGE,RF BLIND,14"",ANSI 400"
165935,"VALVE,BALL,2"",RFFE,ANSI 600,SOUR GAS","VALVE,BALL,2"",RFFE,ANSI 600,SOUR GAS"
165996,"VALVE,SOLENOID,ASCO EF8401B107-12VDC","VALVE,SOLENOID,ASCO EF8401B107-12VDC"
166737,"STUD,COMP.COUNTERWEIGHT,W/WASHER & NUT","STUD,COMP.COUNTERWEIGHT,W/WASHER & NUT"
168209,"PIPE,24"" OD .312"" WT API5LX60,ERW,PEB,","PIPE,24"" OD .312"" WT API5LX60,ERW,PEB,"
168572,"VALVE,BALL,3"",RFFE,KF #2304-21911,ANSI","VALVE,BALL,3"",RFFE,KF #2304-21911,ANSI"
170001,"PIPE,STL,FBC,8,.203W,ERW,18.26#/FT,X42","PIPE,STL,FBC,8,.203W,ERW,18.26#/FT,X42"
171669,"VALVE,PLUG,2,600#WP,WE,ROCKWELL","VALVE,PLUG,2,600#WP,WE,ROCKWELL"
171698,"VALVE,BALL,1/2,SE,10710,A Y MCDONALD","VALVE,BALL,1/2,SE,10710,A Y MCDONALD"
177826,"PIPE,10 3/4"" OD .365"" WT,API5LX42,ERW,PE","PIPE,10 3/4"" OD .365"" WT,API5LX42,ERW,PE"
177828,"PIPE,12 3/4"" OD .312"" WT API5LB,ERW,PEB","PIPE,12 3/4"" OD .312"" WT API5LB,ERW,PEB"
178267,"VALVE,BALL,3/4"",SE,WATTS,ANSI 3000#,WOG","VALVE,BALL,3/4"",SE,WATTS,ANSI 3000#,WOG"
178603,"VALVE, COMP. 4""39447-31A","VALVE, COMP. 4""39447-31A"
179727,"ELL,90,1/2,GALV,STD,MI,THRD","ELL,90,1/2,GALV,STD,MI,THRD"
179753,"ELL,90,STREET,3/8,GALV,STD,MI,THRD","ELL,90,STREET,3/8,GALV,STD,MI,THRD"
179898,"NIPPLE,1 X 12,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1 X 12,BLK,XH,SMLS,TBE,SCH-80"
180006,"NIPPLE,2 X 4,GALV,STD,BW,TBE,SCH-40","NIPPLE,2 X 4,GALV,STD,BW,TBE,SCH-40"
180018,"NIPPLE,2-1/2 X 11,GALV,STD,BW,TBE","NIPPLE,2-1/2 X 11,GALV,STD,BW,TBE"
180044,"NIPPLE,SWAGE,1/2 X 1/4,XH,TBE,ELECTROPLA","NIPPLE,SWAGE,1/2 X 1/4,XH,TBE,ELECTROPLA"
180063,"NIPPLE,SWAGE,4 X 3,STD,TBE,ELECTROPLATED","NIPPLE,SWAGE,4 X 3,STD,TBE,ELECTROPLATED"
180482,"FLANGE,THRD,1-1/4,RF,300A,STL,STD BORE","FLANGE,THRD,1-1/4,RF,300A,STL,STD BORE"
181116,"ELL,SS,STREET,1/4F X 1/4M,4-4-SE-SS,PARK","ELL,SS,STREET,1/4F X 1/4M,4-4-SE-SS,PARK"
181652,"VALVE,RELIEF,CROSBY,JPF-15,4X6","VALVE,RELIEF,CROSBY,JPF-15,4X6"
228636,"VALVE,RELIEF,2IN,ANSI300,100,200-450PSIG","VALVE,RELIEF,2IN,ANSI300,100,200-450PSIG"
228692,"VALVE,BALL,2,300A,WE,FP,2F-US33-BW,BALON","VALVE,BALL,2,300A,WE,FP,2F-US33-BW,BALON"
229544,"PIPE,SUPPORT,STAND,10, ADJUSTABLE,COATED","PIPE,SUPPORT,STAND,10, ADJUSTABLE,COATED"
231308,"VALVE,BALL,1,2000WP,SE,RP,LS-10561,BALON","VALVE,BALL,1,2000WP,SE,RP,LS-10561,BALON"
241828,"ELL,SS,PIPE,1/4FNPT","ELL,SS,PIPE,1/4FNPT"
243001,"NIPPLE,HEX,SS,1/2MNPTX4LONG","NIPPLE,HEX,SS,1/2MNPTX4LONG"
248491,"PIPE,STL,BARE,4,.237W,ERW,X52","PIPE,STL,BARE,4,.237W,ERW,X52"
249384,"VALVE,CK,P/N 1059700-7","VALVE,CK,P/N 1059700-7"
251849,"PIPE,10 3/4 .365 WT API5LX42/52,ERW FBE","PIPE,10 3/4 .365 WT API5LX42/52,ERW FBE"
254921," VALVE,BALL,16""600 RFFE,KF V327-199A6AG6"," VALVE,BALL,16""600 RFFE,KF V327-199A6AG6"
256279,"VALVE,BALL,2"",2 R-F93-SE, 2500#, RP","VALVE,BALL,2"",2 R-F93-SE, 2500#, RP"
256614,"PIPE,STL,FBC,6,.156W,ERW,X42/52","PIPE,STL,FBC,6,.156W,ERW,X42/52"
256954,"VALVE,SHUT-OFF,FISH,FS634-2,1"",HP,RED","VALVE,SHUT-OFF,FISH,FS634-2,1"",HP,RED"
260980,"ELL,90,WELD,3,XH,LR,CS,BW","ELL,90,WELD,3,XH,LR,CS,BW"
268272,"VALVE,RELIEF,2,NPT 289P,2 - 10#","VALVE,RELIEF,2,NPT 289P,2 - 10#"
270700,"FLANGE,RFWN,20"",ANSI 300,F-60,XH,19""BORE","FLANGE,RFWN,20"",ANSI 300,F-60,XH,19""BORE"
281355,"PIPE,STL,X52,12,0.330WT,FBE,TRL","PIPE,STL,X52,12,0.330WT,FBE,TRL"
281459,"PIPE,STL,X42,12,0.406WT","PIPE,STL,X42,12,0.406WT"
282256,"VALVE,PLUG,6,FLG,600LB","VALVE,PLUG,6,FLG,600LB"
282258,"VALVE,PLUG,BOLTED GLAND,8,BW,NORDSTROM","VALVE,PLUG,BOLTED GLAND,8,BW,NORDSTROM"
282561,"PIPE,NIPPLE,3/4X2,XH,THD","PIPE,NIPPLE,3/4X2,XH,THD"
282582,"PIPE,NIPPLE,3/4X13,THD","PIPE,NIPPLE,3/4X13,THD"
282589,"NIPPLE,1 X CLOSE,SC,BLK,STD","NIPPLE,1 X CLOSE,SC,BLK,STD"
283693,"ELBOW,90D,STL,3/4X3/8,RED,COMP X MPT","ELBOW,90D,STL,3/4X3/8,RED,COMP X MPT"
285075,"VALVE,PILOT,1/8X1/2,TAP,BRASS,NPT","VALVE,PILOT,1/8X1/2,TAP,BRASS,NPT"
289210,"NIPPLE,1/2 X 4 LET-LOK 113H-SS T316SS","NIPPLE,1/2 X 4 LET-LOK 113H-SS T316SS"
3403750,"PIPE,PLA,4,IPS,YELLOW,PE2306CEC,SDR11.5","PIPE,PLA,4,IPS,YELLOW,PE2306CEC,SDR11.5"
165021,"PIPE,12 3/4"" OD .375"" WT API5LB,ERW,PEB","PIPE,12 3/4"" OD .375"" WT API5LB,ERW,PEB"
165382,"ELL,WLD, 8"",90DEG,LR,STD,GR.B","ELL,WLD, 8"",90DEG,LR,STD,GR.B"
166872,"FLANGE,COPPER TUBE,(WATER),I-R #1021","FLANGE,COPPER TUBE,(WATER),I-R #1021"
169341,"ELL,3/4""EXPL. PRF., #LBY25","ELL,3/4""EXPL. PRF., #LBY25"
170152,"NIPPLE,1/4 X 10,BLK,STD,BW,TBE","NIPPLE,1/4 X 10,BLK,STD,BW,TBE"
170202,"NIPPLE,1-1/2 X 6,BLK,STD.BW,TBE","NIPPLE,1-1/2 X 6,BLK,STD.BW,TBE"
170456,"NIPPLE,WELD,2 X 11-1/2","NIPPLE,WELD,2 X 11-1/2"
171387,"ELL, 6"", 90 DEGREE, BUTT FUSION, PE3408","ELL, 6"", 90 DEGREE, BUTT FUSION, PE3408"
171708,"VALVE,BALL,6,1440#WP,.188WT,WW","VALVE,BALL,6,1440#WP,.188WT,WW"
177895,"PIPE,12 3/4"" OD .375"" WT API5LX65,ERW,PE","PIPE,12 3/4"" OD .375"" WT API5LX65,ERW,PE"
177917,"PIPE,16"" OD .500"" WT API5LX42,DSAW,PE","PIPE,16"" OD .500"" WT API5LX42,DSAW,PE"
178289,"VALVE,BALL,10"" RFFE,FULL PORT,ANSI 600","VALVE,BALL,10"" RFFE,FULL PORT,ANSI 600"
178300,"VALVE,PLUG 1"",ROCKWELL FIG 524,500 CWP","VALVE,PLUG 1"",ROCKWELL FIG 524,500 CWP"
178810,"VALVE,THERMOSTATIC AMOT #4BOC-160-1","VALVE,THERMOSTATIC AMOT #4BOC-160-1"
179613,"PIPE,STL,FBC,8,.219W,ERW,19.66#/FT,X52","PIPE,STL,FBC,8,.219W,ERW,19.66#/FT,X52"
179775,"ELL,90,RED,1 X 3/4,GALV,STD,MI,THRD","ELL,90,RED,1 X 3/4,GALV,STD,MI,THRD"
179923,"NIPPLE,1/8 X CLOSE,GALV,STD,BW,TBE,SCH-4","NIPPLE,1/8 X CLOSE,GALV,STD,BW,TBE,SCH-4"
179931,"NIPPLE,1/4 X CLOSE,GALV,STD,BW,TBE,SCH-4","NIPPLE,1/4 X CLOSE,GALV,STD,BW,TBE,SCH-4"
179943,"NIPPLE,3/8 X 6,GALV,STD,BW,TBE","NIPPLE,3/8 X 6,GALV,STD,BW,TBE"
179975,"NIPPLE,1 X 9,GALV,STD,BW,TBE,SCH-40","NIPPLE,1 X 9,GALV,STD,BW,TBE,SCH-40"
179978,"NIPPLE,1 X 12,GALV,STD,BW,TBE,SCH-40","NIPPLE,1 X 12,GALV,STD,BW,TBE,SCH-40"
180446,"FLANGE,BLIND,6,RF,150A,CS","FLANGE,BLIND,6,RF,150A,CS"
181523,"VALVE,BALL,3,600A,FE RF,FP,3F-F63-RF,BAL","VALVE,BALL,3,600A,FE RF,FP,3F-F63-RF,BAL"
181639,"VALVE,RELIEF,150#,GROVE,#83-829S","VALVE,RELIEF,150#,GROVE,#83-829S"
181658,"VALVE,RELIEF,3,ROCKWELL,#257-S","VALVE,RELIEF,3,ROCKWELL,#257-S"
181813,"BOLT,STUD,5/8X3-1/4,BLK,ALY,W/2 HHN,A193","BOLT,STUD,5/8X3-1/4,BLK,ALY,W/2 HHN,A193"
183845,"VALVE,FLOWGRID,4,SINGLE-PORT,300 ANSI,MO","VALVE,FLOWGRID,4,SINGLE-PORT,300 ANSI,MO"
228785,"PIPE,PLA,4,IPS,PINK,PE2406 CDA,SDR11.5,","PIPE,PLA,4,IPS,PINK,PE2406 CDA,SDR11.5,"
244134,"ELL,45,WELD,4,STD,Y52,LR","ELL,45,WELD,4,STD,Y52,LR"
246535,"NIPPLE, 1"" x 18"", BLACK, SCHEDULE 40","NIPPLE, 1"" X 18"", BLACK, SCHEDULE 40"
246961,"PIPE,STL,CASING,10,.188W,21.21#/FT,BARE","PIPE,STL,CASING,10,.188W,21.21#/FT,BARE"
246980,"VALVE,PLUG,2"",ANSI 600,1440#, ROCKWELL","VALVE,PLUG,2"",ANSI 600,1440#, ROCKWELL"
247995,"VALVE,BALL,12"", ANSI 300, WE, FP,CAMERON","VALVE,BALL,12"", ANSI 300, WE, FP,CAMERON"
252936,"ELL,SOCKET WELD,1"",3000#,FS SW 90 DEG","ELL,SOCKET WELD,1"",3000#,FS SW 90 DEG"
253488,"PIPE,6 5/8""OD.280 WT A53,SMLS,PEB,FBE","PIPE,6 5/8""OD.280 WT A53,SMLS,PEB,FBE"
256265,"VALVE,BALL,12,600A,RF,FE,FP,WKM 370-D4","VALVE,BALL,12,600A,RF,FE,FP,WKM 370-D4"
256673,"PIPE,STL,FBC,12,.375W,ERW,X42/52","PIPE,STL,FBC,12,.375W,ERW,X42/52"
257845,"FLANGE,SO,3,FF,150A,CS,STD BORE","FLANGE,SO,3,FF,150A,CS,STD BORE"
258252,"PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,PEB","PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,PEB"
258541,"FLANGE,RFWN,12"", XH ANSI 600,","FLANGE,RFWN,12"", XH ANSI 600,"
259631,"VALVE,BALL,3"",ANSI,150,RF,FP,SS,FLOATER","VALVE,BALL,3"",ANSI,150,RF,FP,SS,FLOATER"
260138,"PIPE,2 3/8"" OD .218"" WT API5LB/X42 BARE","PIPE,2 3/8"" OD .218"" WT API5LB/X42 BARE"
260617,"ELL,WELD,90,4"",XH,LR,CS,BW","ELL,WELD,90,4"",XH,LR,CS,BW"
281434,"PIPE,STL,X52,12,0.250WT,PRIMED,SRL","PIPE,STL,X52,12,0.250WT,PRIMED,SRL"
282155,"VALVE,BALL,2,RP,ANSI150,FLG","VALVE,BALL,2,RP,ANSI150,FLG"
282203,"VALVE,BALL,3,RP,ANSI300,BW X FL","VALVE,BALL,3,RP,ANSI300,BW X FL"
282533,"PIPE,NIPPLE,3/8X6,THD","PIPE,NIPPLE,3/8X6,THD"
283280,"PIPE,NIPPLE,2XCLOSE,XH,SMLS,THD","PIPE,NIPPLE,2XCLOSE,XH,SMLS,THD"
283755,"ELBOW,45D,STL,20,LR,BW","ELBOW,45D,STL,20,LR,BW"
289000,"VALVE,BALL,6,300#,FP,6F-US33-BW,BALON","VALVE,BALL,6,300#,FP,6F-US33-BW,BALON"
3403623,"PIPE,PLA,6,IPS,ORANGEPE2306CEC,SDR11.5,","PIPE,PLA,6,IPS,ORANGEPE2306CEC,SDR11.5,"
3403638,"PIPE,PLA,1/2,IPS,ORANGE,PE2406CEC,SDR9.3","PIPE,PLA,1/2,IPS,ORANGE,PE2406CEC,SDR9.3"
3403644,"PIPE,PLA,3,IPS,ORANGE,PE2406CEC,SDR11.5,","PIPE,PLA,3,IPS,ORANGE,PE2406CEC,SDR11.5,"
3403698,"PIPE,PLA,1,IPS,YELLOW,PE2306CEC,SDR11,","PIPE,PLA,1,IPS,YELLOW,PE2306CEC,SDR11,"
165048,"PIPE,4 1/2"" OD .156"" WT API5LA25,ERW,PE","PIPE,4 1/2"" OD .156"" WT API5LA25,ERW,PE"
165257,"NIPPLE,SWG,1"" X 1/2"",XH,SMLS,SCW(MXM)","NIPPLE,SWG,1"" X 1/2"",XH,SMLS,SCW(MXM)"
165330,"ELL,WLD, 4"",45DEG,LR,STD,GR.B","ELL,WLD, 4"",45DEG,LR,STD,GR.B"
165372,"ELL,WLD, 3"",90DEG,LR,.188WT,GR.B","ELL,WLD, 3"",90DEG,LR,.188WT,GR.B"
165403,"ELL,WLD,24"",90DEG,LR,.375WT,Y52","ELL,WLD,24"",90DEG,LR,.375WT,Y52"
165781,"FLANGE,RF BLIND, 6"",ANSI 600","FLANGE,RF BLIND, 6"",ANSI 600"
165785,"FLANGE,RF BLIND, 8"",ANSI 600","FLANGE,RF BLIND, 8"",ANSI 600"
165937,"VALVE,BALL,2"",K-F #2342-11911,SERIES""A""","VALVE,BALL,2"",K-F #2342-11911,SERIES""A"""
168191,"PIPE,2 3/8"" OD .218"" WT A53B,SMLS,PE","PIPE,2 3/8"" OD .218"" WT A53B,SMLS,PE"
168549,"VALVE,BALL,1/4"",SE,WOG,KF,ANSI 2000#","VALVE,BALL,1/4"",SE,WOG,KF,ANSI 2000#"
168742,"BOLT,STUD,7/8"" X 6"",B7 ALLOY,W/2-2H HEX","BOLT,STUD,7/8"" X 6"",B7 ALLOY,W/2-2H HEX"
170239,"NIPPLE,2 X 4,BLK,XH,TBE,SCH-80","NIPPLE,2 X 4,BLK,XH,TBE,SCH-80"
177947,"PIPE,22"" OD .500"" WT API5LX42,ERW,PE","PIPE,22"" OD .500"" WT API5LX42,ERW,PE"
177951,"PIPE,24"" OD .288"" WT API5LX65,ERW,PEB","PIPE,24"" OD .288"" WT API5LX65,ERW,PEB"
177987,"PIPE,CT,6 5/8"" OD .250"" WT API5LB,ERW,PE","PIPE,CT,6 5/8"" OD .250"" WT API5LB,ERW,PE"
179567,"PIPE,PLA,2,ALDYL A,IPS,PE-2406,SDR 11,50","PIPE,PLA,2,ALDYL A,IPS,PE-2406,SDR 11,50"
179606,"PIPE,STL,FBC,6,.188W,ERW,12.92#/FT,X46","PIPE,STL,FBC,6,.188W,ERW,12.92#/FT,X46"
179761,"ELL,90,RED,1 X 3/4,BLK,STD,MI,THRD","ELL,90,RED,1 X 3/4,BLK,STD,MI,THRD"
179765,"ELL,90,RED,1-1/2 X 1-1/4,BLK,STD,MI,THRD","ELL,90,RED,1-1/2 X 1-1/4,BLK,STD,MI,THRD"
179857,"NIPPLE,2 X 10,BLK,STD,BW,TBE,SCH-40","NIPPLE,2 X 10,BLK,STD,BW,TBE,SCH-40"
179873,"NIPPLE,1/4 X 5,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1/4 X 5,BLK,XH,SMLS,TBE,SCH-80"
180003,"NIPPLE,2 X CLOSE,GALV,STD,BW,TBE,SCH-40","NIPPLE,2 X CLOSE,GALV,STD,BW,TBE,SCH-40"
181513,"VALVE,BALL,4,150A,WE,FP,4BMW285HT,BALLOT","VALVE,BALL,4,150A,WE,FP,4BMW285HT,BALLOT"
181580,"VALVE,GATE,1/4,SE,WALW-11,WRENCH","VALVE,GATE,1/4,SE,WALW-11,WRENCH"
181673,"VALVE,FLOWGRID,6,SINGLE-PORT,ANSI 300,MO","VALVE,FLOWGRID,6,SINGLE-PORT,ANSI 300,MO"
181752,"BOLT,ANCHOR,STUD,3/4 X 5-1/2,WEDGE TYPE","BOLT,ANCHOR,STUD,3/4 X 5-1/2,WEDGE TYPE"
181840,"BOLT,STUD,3/4 X 6,BLK,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 6,BLK,ALLOY,W/2 HHN"
201233,"PIPE,6 5/8"" OD .280"" WT API5LX42,ERW,PEB","PIPE,6 5/8"" OD .280"" WT API5LX42,ERW,PEB"
229047,"PIPE,CT,14"" OD .375"" WT API5LB,SMLS,PE","PIPE,CT,14"" OD .375"" WT API5LB,SMLS,PE"
242283,"BOLT,STOVE,1/4 X 1/2,CAD,RD HD,","BOLT,STOVE,1/4 X 1/2,CAD,RD HD,"
243798,"STOPPER,FITTING,WELD,16"",ANSI 300","STOPPER,FITTING,WELD,16"",ANSI 300"
245870,"PIPE,8 5/8"" OD .375"" WT API5LX52,ERW,PEB","PIPE,8 5/8"" OD .375"" WT API5LX52,ERW,PEB"
